title,release_date,maturity_rating,genre,rating,directors,stars,votes
The Next Space,1989,,['Action' ' Sci-Fi'],0.0,,,0
Smash Dragoon,2016,,,0.0,,,0
Gulf Storm,1991,,['Action' ' War'],0.0,,,0
The Pretenders Guild,2018,,,0.0,['Miranda Reeder'],"['Justin Sabio' "" Christian O'Boyle"" ' Elissa Park' ' Dani Chambers']",0
Summer Games II (Virtual Console Version),2008,,Sport,0.0,['Chris Bailey'],,0
Godsweeper,2013,,['Adventure' ' Fantasy'],0.0,['Adam Russell'],,0
Scrum Try,1984,,Sport,0.0,,,0
That Trivia Game,2014,,,0.0,,,0
Coloring Game: Expansion Pack No.3,2019,,,0.0,,,0
Mad News,1994,,,0.0,,,0
Nigel Mansell's Grand Prix,1988,,,0.0,,,0
Re: Legend,2019,,['Action' ' Adventure' ' Fantasy'],0.0,['Welson Gan'],,0
Flappy Pappy,2014,,Action,0.0,,,0
Rose & Locket,2021,,Adventure,0.0,['Roger Heal'],['Melissa Medina' ' Brimstone'],0
Rothschild the Sheep Will Wake,2015,,Horror,0.0,,['Erika Fontana' ' Garrett Stephens' ' Isaak Wells'],0
GT Racers,2005,Not Rated,['Action' ' Sport'],0.0,,,0
After School Valkyrie,2016,,Action,0.0,,,0
Wanna Be a Dino Finder,1995,E,['Adventure' ' Family'],0.0,,['Mary Kay Bergman' ' Debi Derryberry' ' Jeannie Elias' ' Ed Gilbert'],0
Wizards & Warriors III: Kuros: Visions of Power,1992,,['Action' ' Adventure'],0.0,,,0
Submarine,1972,,Action,0.0,,,0
Ded Line,2013,,,0.0,,,0
Taiko no Tatsujin: Wii U Version,2013,,['Action' ' Music'],0.0,,,0
Arusurân senki: Marudân no shikaku,2017,,Action,0.0,,,0
Project Sky,2020,,Action,0.0,['Seth DeGrâce'],,0
Hard Truck: Apocalypse,2005,,['Action' ' Adventure' ' Sci-Fi'],0.0,,,0
Yuusha keihou,2014,,['Short' ' Action'],0.0,,,0
Papa's Taco Mia HD,2016,,,0.0,,,0
Simon Dumont's Freeski,2015,,Sport,0.0,,,0
DogFighter,2010,,Action,0.0,,['Sean McCafferty' ' Marty Mulroe' ' Eric Reinhart'],0
The Day of Sagittarius III,2010,,Action,0.0,,,0
Sôdo obu naitsu,2014,,Action,0.0,,,0
Imre's Curse: The Prologue,2018,,Fantasy,0.0,,['Erin Evans-Walker' ' Walter Mack' ' Corinne Sudberg' ' Ashe Thurman'],0
The Asylum,2016,,Horror,0.0,['Cossington Jake'],['Jake Cossington'],0
The Clucking Chickens: The Great Egg Catch,2021,E,Action,0.0,['Sawyer Ique'],,0
Electronic TV Game,1977,,Sport,0.0,,,0
Pokémate,2006,,['Family' ' Fantasy'],0.0,,,0
Glittermitten Grove,2016,,['Adventure' ' Comedy' ' Fantasy'],0.0,['Jim Crawford'],['Kumar Daryanani' ' Shannon Thomson'],0
Duel School,2014,,,0.0,['Bradley Parkkonen'],['Hasket Morris'],0
Warp,1979,,Adventure,0.0,,,0
Shimanagame,2014,,Adventure,0.0,['Mika Nobemoto' ' Akihiko Sugimoto'],['Nami Motoi'],0
Duels X Machina,2017,,Adventure,0.0,,,0
Dragon Island Blue,2012,,Action,0.0,,,0
Mastermind,1976,,Family,0.0,,,0
Playstation Underground: Issue 2.2,1998,,,0.0,,['Peter Barnard' ' Gary Barth' ' Heather Gibson' ' Bret Hart'],0
The Irritating Maze,1997,,Adventure,0.0,,,0
Atari Pong Table,2017,,Action,0.0,,,0
Rappelz,2006,,['Adventure' ' Fantasy'],0.0,,,0
Super Drink Bros.,0,,Sport,0.0,,,0
Polarium,2004,E,,0.0,['Takamitsu Hagiwara'],,0
Badge,0,,['Adventure' ' Comedy' ' Crime'],0.0,['Kyle Johnstone'],,0
TX-1 v.8,1984,,Sport,0.0,,,0
Project Tokyo Dolls,2017,,Music,0.0,,,0
Play Disney Parks,2018,,Family,0.0,['Jonathan Ackley'],,0
Fifth Column,2015,,,0.0,['Mordechai Gabai'],,0
Ember Strike,2015,,,0.0,,['Kevin Regamey' ' Graham Hamilton'],0
SpaceOut,2009,,Action,0.0,['Mauricio Hollando'],,0
Sennen sensou Aigisu A,2014,,Action,0.0,,,0
Do It Like You,2017,,Music,0.0,,['Dre' ' ShonyMacc'],0
Humanity Must Perish,2017,,Sci-Fi,0.0,,,0
Yo-jin-bo,2005,,Drama,0.0,,['Hideo Ishikawa' ' Masakazu Morita' ' Hiroki Takahashi'],0
Namuamidabutsu!,2016,,Adventure,0.0,,,0
Dark Salvation,2009,,,0.0,,['Thearrel McKinney'],0
Sausage Legend,2016,,Action,0.0,,,0
Kuizu Answer x Answer Pocket,2012,,,0.0,,,0
7 Wonders II,2007,E,['Adventure' ' Family'],0.0,,,0
Poseidon's Hidden Treasure,2019,,Action,0.0,['Adam Qian'],['T.J. Faulkner'],0
Blackjack,1975,,,0.0,,,0
NBA Street Showdown,2005,E,Sport,0.0,,,0
Spaceship Warlock,1990,,Adventure,0.0,['Joe Sparks'],['Joe Sparks'],0
Panic Attack,2010,,Action,0.0,['Pan Johansen'],['Martin Brenden' ' Truc Duong' ' Stig Rune Skansgård'],0
Versus,2012,,['Action' ' Comedy'],0.0,['Ronald Blanco'],,0
Sukoburu ugoku usagi no oosouji,2019,,Action,0.0,,,0
Beyblade Fighting Tournament,2000,,Action,0.0,,,0
Dia Horizon,2017,,,0.0,,,0
Kureyon Shincan Ora to hakase no natsuyasumi: Owaranai shichinichikan no tabi,2021,,Adventure,0.0,,,0
Cyclemania,1994,,Sport,0.0,,,0
Exciting Soccer,1983,,Sport,0.0,,,0
Jisei,2010,,Mystery,0.0,['Apphia Yu'],['Morgan Barnhart' ' Kira Buckland' ' Chris Niosi' ' Micah Solusod'],0
The Witness,1983,,['Crime' ' Mystery'],0.0,,,0
School Star Dream: Kamioshi!,2017,,,0.0,,,0
Tree Simulator 2022,2021,,,0.0,,,0
IL-2 Sturmovik: Forgotten Battles,2003,T,,0.0,,,0
Christmas Carnage,1994,,Horror,0.0,,,0
Day Watch,2006,,['Action' ' Adventure' ' Fantasy'],0.0,['Alexander Mishulin'],,0
Master Thief: Skyscraper Sting,2010,,Action,0.0,,,0
Cookie Monster Munch,1983,,,0.0,,,0
Free Wheel,2002,,Action,0.0,['Elio Quiroga' ' Yeray Rodríguez'],['Elio Quiroga' ' Yeray Rodríguez' ' José Miguel Santos' ' Ulises Santos'],0
Tinieblas Jr's Adventures,2020,,Adventure,0.0,['Heli Hernandez'],['Tinieblas Jr.'],0
Sabasshu,1988,,,0.0,,,0
Percy the Potty Pigeon,1984,,Action,0.0,,,0
Wolverine High Score,0,,,0.0,,,0
Vertigo,1984,,['Action' ' Sci-Fi'],0.0,,,0
Dragon Quest III HD-2D Remake,0,,['Action' ' Adventure' ' Fantasy'],0.0,,,0
Explorer Metros,1982,,Sci-Fi,0.0,['David Burgess'],,0
Tristan,1990,,Action,0.0,,,0
Mukiryoku danshi,2019,,Comedy,0.0,,,0
Kingdoms of England,1989,,,0.0,,,0
LeapPad 2,2012,E,Family,0.0,,,0
Sabre Team,1992,,,0.0,,,0
Hush Hush - Only Your Love Can Save Them,2022,,Romance,0.0,['Morgan Long'],['Daniel Acosta' ' Aokikuri' ' Katelyn Barr' ' Christopher Burns'],0
Layerbase 5: The Scrap Pile,2012,,Sci-Fi,0.0,['Tim Beedall'],['Tim Beedall'],0
El fin del tiempo,1982,,['Action' ' Sci-Fi'],0.0,,,0
Trapped,2006,,Drama,0.0,['Patrick Majewski'],['Kira Buckland' ' Edwyn Tiong'],0
EverQuest: The Serpent's Spine,2006,,Action,0.0,,,0
Network Q RAC Rally,1993,,,0.0,,,0
The Merging,2016,,Short,0.0,['Nicola Verlato'],,0
Kaijin,2006,,Action,0.0,,,0
Doomdark's Revenge,1985,,,0.0,,,0
Geoff Capes Strongman,1985,,['Action' ' Sport'],0.0,,,0
Akuseru wârudo: Gin'yoku no kakusei,2012,,,0.0,,,0
Tabipanda,2019,,Comedy,0.0,,,0
Puripara puripazu,2016,,Music,0.0,,,0
Wheel of Fortune: Cubed,2013,,,0.0,,,0
Gold Medalist,1988,,Sport,0.0,,,0
PlayAsManager,2001,,Sport,0.0,,,0
Taiko no tatsujin pôtaburu DX,2011,,Music,0.0,,,0
To Bee or Not to Bear?,2012,,Action,0.0,,['Adam Riley'],0
Rîriya no otomodachi,2015,,Comedy,0.0,,,0
Cross the Moon,2020,,Mystery,0.0,['Patrick Rainville'],,0
Shootout at Old Tucson,1994,,['Action' ' Western'],0.0,,,0
Hero,1991,,Adventure,0.0,,,0
Seven-G F/A-18 Flight Simulator,2012,,Action,0.0,['S.W. Park'],['Clifford Chapin' ' Casey Mongillo'],0
Meta-Galactic Llamas Battle at the Edge of Time,1984,,Action,0.0,,,0
Aerial Legends,2017,,Action,0.0,,,0
RefRain,2011,,,0.0,,,0
Al Unser Jr. Turbo Racing,1990,,Sport,0.0,['Ken Fukaki'],,0
Fistmaster,2012,,Action,0.0,,,0
Takotan,2019,,Action,0.0,,,0
Osomatsusan no burakku koujou,2016,,,0.0,,,0
Train Simulator: Sagami tetsudou honsen 9000-kei,1996,,,0.0,,,0
3-D Ultra Pinball: Creep Night,1996,,Family,0.0,,,0
Secret Paths in the Forest,1997,K-A,Fantasy,0.0,"[""Rod O'Neal""]","['Nydia Avellan' ' Lucinda DeLorimier' ' Hilary Hulteen'
 ' Jenna Anne Johnson']",0
Valkyrie Connect,2016,,Action,0.0,,,0
Beeline,1991,,,0.0,,,0
Kurae! Dirian atakku,2015,,Action,0.0,,,0
Satellite TV,1976,,,0.0,,,0
SBK 2011 FIM Superbike World Championship,2011,,,0.0,,,0
Pikachin-Kit: Puzzle Crush,2018,,['Action' ' Family'],0.0,['Ryuichi Kimura'],,0
Zeta Flow,2007,Not Rated,Action,0.0,,,0
PDC World Championship Darts 2009,2009,,Sport,0.0,['Steve Walmsley'],['Swaylee Loughnane'],0
Legend of Xuan Yuan Mobile,2017,,,0.0,,,0
Gandamu bureikâ 2,2015,,Action,0.0,,,0
World of Speed,2014,,Sport,0.0,['Ian Bell'],,0
In Search of Dr. Riptide,1994,,['Adventure' ' Action'],0.0,,,0
Legends of the Brawl,0,,Action,0.0,['Eric Boosman'],['Kevin Urban' ' David Spano' ' Kevin Urban'],0
Kusutamu Robo JîEkkusu,2002,,Action,0.0,,,0
John Madden American Football,1992,,Sport,0.0,,,0
Gunman Clive,2012,,Action,0.0,['Bertil Hörberg'],,0
Pandora's Box,1991,,['Adventure' ' Fantasy'],0.0,,,0
Oceans,2022,,Adventure,0.0,['Scott Rencher'],,0
Grains of Sand,2013,,Comedy,0.0,['Mark Mos'],['Robert Allen Balder' ' Estelita Quintero'],0
Maou to meikyuu,2017,,Adventure,0.0,,,0
GTI Club+: Rally Côte d'Azur,2008,E,,0.0,,,0
Match,1977,,Sport,0.0,,,0
Horse Riding Tales,2021,,['Animation' ' Adventure' ' Sport'],0.0,,,0
Gureto Tanku,1988,,War,0.0,,,0
Atelier Lilie: The Alchemist of Salburg 3,2001,,,0.0,,['Nobutoshi Canna' ' Show Hayami' ' Atsushi Ii' ' Rumi Kasahara'],0
Skidmarks,1993,,Sport,0.0,,,0
Terefon Mâjan,1989,,,0.0,,,0
"Ed, Edd n Eddy: Bowl-Ed Over",2003,E,Sport,0.0,,['Matt Hill' ' Tony Sampson' ' Sam Vincent'],0
Endless Memories,2020,,Fantasy,0.0,,['Matthew Archer' ' Reece Bridger' ' Maddie Matsumoto' ' Eddy Yeung'],0
Nameko no su,2017,,Comedy,0.0,,,0
Aegis of Earth: Protonovus Assault,2015,,Action,0.0,,,0
Elemental: War of Magic,2010,,Fantasy,0.0,,['Kristin Mellian' ' Aaron Pushkar' ' Rick Eva' ' Sarah A. Leahy'],0
Golem Crusades,2010,,Fantasy,0.0,['Andrew Bailey'],['Steve Cooper'],0
Transformers: Tactical Arena,2021,,Action,0.0,['Adam DeVincent'],['Sara Secora'],0
Air,1977,,,0.0,,,0
Blade Force,1995,,['Action' ' Sci-Fi'],0.0,,['Bruce Robertson'],0
Dealer's Life 2,2020,,Animation,0.0,,,0
Beatmania IIDX 28: Bistrover,2020,,Music,0.0,,['Rie Kugimiya'],0
Final Twelve,2017,,,0.0,,,0
Kingyo sukui,1997,,,0.0,['Yoichi Nakano'],,0
Space King-2,1979,,['Action' ' Sci-Fi'],0.0,,,0
Craft the World,2014,,,0.0,,,0
Hockey Fight Pro,2011,,,0.0,,,0
Def Con 5,1986,,,0.0,['Paul Norman'],,0
Aura-Aura Climber,2010,,,0.0,,,0
Reigning Passions,2019,,,0.0,,,0
Pythagoria,2016,,,0.0,,,0
Mahjong: The Ladyhunter - Kaitô Kuroneko Renmei-hen,1990,,,0.0,,,0
Fluidity,2010,,,0.0,['Jonathan Biddle'],,0
Green Glass,2019,,,0.0,,,0
Arthur's Sand Castle Contest,2003,,,0.0,,['Justine Albertson' ' Doug Boyd' ' Shoshana Bush' ' Carrie Francis'],0
Space Encounters,1980,,['Action' ' Sci-Fi'],0.0,,,0
Sensha Senryaku: Sabaku no Kitsune,1988,,['Action' ' History' ' War'],0.0,,,0
All Star Racing 2,2003,,,0.0,,,0
High Score,0,,,0.0,,,0
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,2006,,Action,0.0,,,0
James Pond: Underwater Agent and Running Water,1995,,Family,0.0,,,0
Torejâ hakkutsu! Diggers,2018,,Action,0.0,,,0
Stack Ball - Blast Through Platforms,2019,,,0.0,,,0
Phantasmat: Remains Of Buried Memories,2019,,,0.0,,['Erik Braa' ' Jonathan Cooke' ' Linda Joy' ' Tamara Ryan'],0
Red,2014,,Drama,0.0,['Dk Hayatul Nazhirah Pg Hj Mohd Rahimin'],['Bret Newton' ' Heather Ross' ' Kelly Boyer' ' A.T. Gonzalez'],0
Total Rendition,0,,,0.0,['Mordechai Gabai'],,0
Atari: Anthology,2003,E,['Action' ' Family'],0.0,,,0
Champion Boxing,1984,,Sport,0.0,,,0
Finalizer: Super Transformation,1985,,['Action' ' Sci-Fi'],0.0,,,0
Mayhem in Monsterland (Nintendo Virtual Console),2008,,Action,0.0,['Chris Bailey'],,0
Gatewalkers,2021,,['Action' ' Adventure' ' Fantasy'],0.0,['Andrzej Stroinski'],['Steven P. Fortune' ' Daniel Sean Smith'],0
Kine,2019,,Adventure,0.0,['Gwen Frey'],,0
Asura Blade: Sword of Dynasty,1998,,Action,0.0,,,0
Jazz,2013,,Music,0.0,['Michael Rothenberg'],['Allan Harris' ' Karina Ortiz' ' Douglas A. Robbs' ' Jonathon Roberts'],0
Get a Way,1978,,Action,0.0,,,0
Wizard Apprentice,1997,,['Family' ' Fantasy'],0.0,,,0
Super Ten,1988,,['Action' ' Family' ' Sport'],0.0,,,0
Dance Dance Revolution Music Fit,2009,,Music,0.0,,,0
Hustle Kings,2009,,Sport,0.0,['Staffan Langin'],,0
Phoenotopia: Awakening,2020,E10+,['Action' ' Adventure' ' Fantasy'],0.0,['Quang Tran'],,0
Killerball,1989,,Sport,0.0,,,0
Grim Tales: Horizon of Wishes,2022,,Adventure,0.0,,['Scott Tunnix' ' Alaina Wis'],0
The room,2014,,Mystery,0.0,,,0
The Last Defender,0,,Sci-Fi,0.0,,,0
Battle March of Walkure,2015,,Action,0.0,,,0
Selection,1982,,,0.0,,,0
Risky Challenge,1993,,['Adventure' ' Family'],0.0,['Rich'],,0
Puzzle Wonderland,2015,,,0.0,,,0
Misuterî apâto kara no dasshutsu,2016,,,0.0,,,0
Nim,1973,,Family,0.0,,,0
Super Real Mahjong PIV,1993,,Comedy,0.0,['Kazuhiko Inoue'],['Masayuki Fukuda' ' Aya Hisakawa' ' Kazuhiko Inoue' ' Kenichi Kimura'],0
Super Real Mahjong PII & PIII,1992,,,0.0,,,0
MLB 06: The Show,2006,E,Sport,0.0,,,0
18,2015,,Action,0.0,,,0
Aar Paar,2021,,Action,0.0,['Sunil Jivnani'],,0
After Us,0,,Adventure,0.0,,,0
Kichisaki banchou vs,2015,,,0.0,,,0
Empire,1973,,['Action' ' Sci-Fi'],0.0,,,0
The Bard's Tale Trilogy,2018,T,Adventure,0.0,,,0
The Tale of Onogoro,2022,,Adventure,0.0,,['Yoshino Nanjô' ' Yugo Sato'],0
Balko,2005,,Adventure,0.0,['Jörg Rohrer'],,0
Kick & Rush,1993,,Adventure,0.0,,,0
Majesty 2: Battles of Ardania,2010,,Fantasy,0.0,,,0
The Tarnishing of Juxtia,2022,,Action,0.0,,,0
Lovely Planet,2014,,['Action' ' Fantasy' ' Sci-Fi'],0.0,['Vidhvat Madan'],,0
Heracles no Eikô IV: Kamigami kara no Okurimono,1994,,Adventure,0.0,,,0
Tetris Blast,1995,,Action,0.0,['Toshihiko Kitazawa' ' Shinichi Oguri'],,0
Yugami no kuni no Arisu encore,2015,,Adventure,0.0,,,0
Quiz Magic Academy: Lost Fantarium,2018,,Action,0.0,,,0
Yuugiou rasshu dueru: Saikyou batoru roiyaru!! - Ikuzo! Gôrasshu!!,2022,,,0.0,,,0
Extra Card,1986,,,0.0,,,0
Cyberdrome,2019,,,0.0,['Sarah Pederson' ' Mitchell Peterson'],,0
Diva*Starz: Mall Mania,2001,E,,0.0,,,0
Irensei,2005,,,0.0,,,0
Super Galaxy Squadron EX Turbo,2015,,['Action' ' Sci-Fi'],0.0,['Nick Clinkscales'],['Kate Harvey'],0
Freestyle Motocross: McGrath vs Pastrana,2000,,Sport,0.0,,,0
Video 5 Plus 2,1976,,Sport,0.0,,,0
Angels vs Devils,2003,,Fantasy,0.0,,,0
Hold & Draw,0,,,0.0,,,0
Unleashed,2018,,Fantasy,0.0,,,0
Yo! Joe!,1993,,,0.0,,,0
Hexe Lilli entdeckt Europa,2009,,,0.0,,['Alina Freund' ' Sami Herzog' ' Michael Mittermeier'],0
Nintsuku!,2015,,Action,0.0,,,0
Dirk Dagger and the Fallen Idol,2008,,Comedy,0.0,['Jonas Jepson'],,0
Galactic Dan,1992,,['Action' ' Sci-Fi'],0.0,,,0
Dunk Star,1991,,['Mystery' ' Sport' ' Western'],0.0,,['Iestyn Davies' ' Sam Gore' ' Farrel Thomas'],0
Roberto Rossellini su CD-ROM,1994,,,0.0,,['Roberto Rossellini'],0
Tranquility Base,1984,,['Action' ' Sci-Fi'],0.0,['Larry Roberts'],,0
Infectonator: World Dominator,2010,,['Action' ' Sci-Fi' ' War'],0.0,,,0
Maids with Balloons,2010,,Comedy,0.0,['Jason Keiderling'],,0
Gunpey DS,2006,E,,0.0,,,0
Apache Strike,1987,,Action,0.0,,,0
Lie: Uso to shinjitsu,2015,,Adventure,0.0,,,0
Tower of Babel,1989,,['Action' ' Sci-Fi'],0.0,,,0
Team Buddies,2000,E,,0.0,,"['Alexander Armstrong' ' Simon Greenall' ' Bradley Lavelle'
 ' Alan Marriott']",0
Riders of Icarus,2016,,Adventure,0.0,,['Robbie Daymond' ' Matthew Mercer' ' Marisha Ray'],0
Kadath,1979,,Adventure,0.0,,,0
Vincent Price's Movie Trivia,1980,,Game-Show,0.0,,['Vincent Price'],0
Minna De Wai Wai Kokoto Kart,2006,,Action,0.0,,,0
Jeopardy! World Tour,2017,,,0.0,,,0
Dodonpachi Maximum,2012,E10+,Action,0.0,,,0
Age of the Ring,2017,,Fantasy,0.0,,['Justin Cabanting' ' Alex Cain' ' Taher Chy' ' Kieran Flitton'],0
Astro Zone,1980,,['Action' ' Sci-Fi'],0.0,,,0
Eight Ball Deluxe,1993,,Action,0.0,,,0
Descent: Underground,0,,Action,0.0,['Eric K. Peterson'],,0
3D Blitz,2003,,['Action' ' War'],0.0,,,0
Malavision: The Origin,2016,,Horror,0.0,['Ismael Pozzo'],['Sonia Beatriz Rojas' ' Mario Toñanez'],0
Mâjan Fôkasu,1989,,,0.0,,,0
Pokebel,2018,,Adventure,0.0,,,0
Hi-Lo,1975,,Family,0.0,,,0
MarchQuest,2016,,Fantasy,0.0,,['Brian Stivale'],0
OnBoardXR: Mythos & Monsters,2021,,Short,0.0,"['Brendan Bradley' ' Clémence Debaig' ' Rebecca Evans' ' David Gochfeld'
 ' Braden Roy' ' Naomi Smyth' ' Koryn Wicks']",['Brendan Bradley' ' Clémence Debaig' ' Vivian Belosky' ' Ari Tarr'],0
Family Feud: 2010 Edition,2009,,Game-Show,0.0,,['Terence McGovern'],0
miniDoom 2,2018,,Action,0.0,['Felipe Porcel'],['Salvador Sambiasi'],0
Moonquake,1992,,['Action' ' Sci-Fi'],0.0,,,0
Pitto hîrô,2015,,Action,0.0,,,0
Ring of Destruction: Slam Masters II,1994,,Sport,0.0,,,0
Wagurumaster,2014,,Action,0.0,,,0
Benno's Great Race Interactive Ride,2016,,Action,0.0,['Steve Tavernia'],['Cam Clarke' ' Cutter Garcia' ' Corey Krueger' ' Katie Leigh'],0
Delaware St. John: The Seacliff Tragedy,2007,,['Horror' ' Mystery'],0.0,['Bryan Wiegele'],['Adam Bonke' ' Eric Cardwell' ' Emily Couling' ' Seth Haske'],0
Imperial Destiny: Path of Gold,2022,,Adventure,0.0,,['Reece Bridger' ' Cole Feuchter' ' Aimee Smith'],0
Bump Jump Race,2018,,Comedy,0.0,,,0
Step Ride,2019,,Romance,0.0,,,0
Iwatani Tenhô no Mâjan: Komikku Gekijô,1991,,,0.0,,,0
Silver Land,1982,,['Action' ' Sport'],0.0,,,0
Gijinkan,2016,,,0.0,,,0
Casebook: Episode III - Snake in the Grass,2009,,['Adventure' ' Crime' ' Mystery'],0.0,['Sam Clarkson'],['Vivienne Aitken' ' David Corballis' ' Nick Duval-Smith' ' Rory Furlong'],0
Jetfighter: Full Burn,1998,,['Action' ' War'],0.0,,,0
Himesama no shukudai: Kenchou shozaichi,2016,,,0.0,,,0
Hanley Ramiez: Home Run Derby,2015,,Sport,0.0,,,0
TACENDA,2016,,,0.0,['Semone Jai Bunnag'],,0
Space Dungeon,1981,,['Action' ' Sci-Fi'],0.0,,,0
Drop Zone 4,1975,,Action,0.0,,,0
A Mars Adventure: Redturtle,2018,,Adventure,0.0,['Berk Hakguder'],,0
Future Rebellion,2006,,Action,0.0,,['Johan Karlberg' ' Ashley Ouderkirk'],0
Tougenkyou,1989,,,0.0,,,0
Saga of the Nine Worlds: The Gathering Collector's Edition,2017,,Adventure,0.0,,['Erik Braa' ' Andy Mack' ' Eric Newsome' ' Lauren Synger'],0
Mahjong: Sûpâ Maru Kinpan,1990,,,0.0,,,0
Gioca Quiz,1986,,,0.0,,,0
Lost Maria,2005,,,0.0,,,0
Ghost Encounters: Deadwood HD,2013,,Adventure,0.0,['Tim Whitehurst'],['Darin Ferraro' ' Adam Riley'],0
Gladiator Arena: Glory,2021,T,,0.0,['Ahmad Jalil Qarshi'],['Domenick DeFrank'],0
Runatan,2016,,,0.0,,,0
Slot Carnival,1985,,,0.0,,,0
Hellbreachers,2020,,['Action' ' Adventure'],0.0,,,0
XII Stag,2002,,,0.0,,,0
Inside the Haiti Earthquake,2010,,Documentary,0.0,['Michael Gibson' ' Nicolas Jolliet'],,0
I Bought Boyfriend with Loan,2018,,['Comedy' ' Romance'],0.0,,,0
Moon Pulser,1981,,Action,0.0,,,0
The Kobolds Left Behind,2022,,['Fantasy' ' Adventure'],0.0,['Robby Zinchak'],['Erin Nicole Lundquist' ' Nick Eriksen' ' Katlyn Dannes' ' Nina Nikolic'],0
Midnight Landing,1987,,Action,0.0,,,0
Golden Invaders,1980,,['Action' ' Sci-Fi'],0.0,,,0
Borderline Detective,0,,,0.0,,,0
Seiken densetsu: Rise of Mana,2014,,Action,0.0,,,0
Aurail,1990,,['Action' ' Sci-Fi'],0.0,['Ryuichi Nishizawa'],,0
North American Hunting Extravaganza,2008,,Action,0.0,,,0
Silver Knights,2002,,Action,0.0,,,0
Anna's Quest: Volume 1 - Winfriede's Tower,2012,,Adventure,0.0,['Dane Krams'],"['Sophie Le Neveu' ' Holly Stevenson' ' Ashton Krams-Green'
 ' Nicholas Andrew Louie']",0
Dacholer,1983,,Family,0.0,,,0
Light & Shadow,2022,,Fantasy,0.0,['Robin Careless'],['Anne Barber' ' Lochlan Cox' ' Sequoia Erickson' ' Brad Harley'],0
Benefactor,1994,,['Action' ' Sci-Fi'],0.0,,,0
Lil Jump 2,2018,E,Family,0.0,['Joseph Grosso'],,0
Kuudere Simulator 2,2016,,,0.0,['Alex Mahan'],,0
Championship Motocross Featuring Ricky Carmichael,1999,,Sport,0.0,,,0
Flying Corps,1996,,['History' ' War'],0.0,,,0
Mastermind,1996,,Game-Show,0.0,,['Magnus Magnusson' ' Annie Miles' ' Howard Ward'],0
The Koukou Yakyuh,1985,,Sport,0.0,,,0
Selector Battle with Wixoss,2015,,Action,0.0,,,0
Dr. Sara: Disease Detective,2021,,Adventure,0.0,['Spencer Striker'],,0
Bumper Wars,2001,,Action,0.0,,,0
Waterloo,1989,,['History' ' War'],0.0,,,0
Wheel of Fortune,1994,,Game-Show,0.0,,['Craig Elario' ' Pat Sajak' ' Vanna White'],0
Death Star Interceptor,1984,,Sci-Fi,0.0,,,0
Houraku no Karuneadesu,2019,,Action,0.0,,,0
ID4 Mission Disks,1996,,['Action' ' Adventure' ' Sci-Fi'],0.0,,,0
Nadepuro!!: Kisamamo seiyuu yattemiro!,2009,,Comedy,0.0,,,0
Space Ship,1978,,['Action' ' Sci-Fi'],0.0,,,0
Galactica - Batalha Espacial,0,,['Action' ' Sci-Fi'],0.0,,,0
Water Sports,2010,,['Action' ' Sport'],0.0,,,0
Psychic Force: Puzzle Taisen,1997,,Action,0.0,,['Yôsuke Akimoto' ' Mitsuaki Madono' ' Matono Mitsuaki' ' Ryûsei Nakao'],0
3D Checkers,1989,,,0.0,,,0
Boku wa koukuu kanseikan,2001,,,0.0,,,0
Armourgeddon,2013,,Action,0.0,['Marc Soskin'],['Scott Frerichs' ' River Kanoff' ' Mindy Rast-Keenan' ' Aimee Smith'],0
Harley-Davidson: Race to the Rally,2006,,,0.0,,,0
Kung-Fu Live,2010,,['Action' ' Sport'],0.0,['Teemu Mäki-Patola'],['Mara Junot' ' David Perez Babich'],0
Akiba's Trip Festa!,2017,,,0.0,,,0
M&M's Blast!,2001,E,Action,0.0,,,0
Shattered Galaxy,2001,,['Action' ' Adventure' ' Sci-Fi'],0.0,,,0
Fruity Pebbles Beach Break,0,,Adventure,0.0,,,0
Go! Go! Ackman 3,1995,,Action,0.0,,,0
Cyberstar,2021,,['Adventure' ' Drama' ' Mystery'],0.0,['Vincent Camara'],['Victoria Costilla' ' Bobby Ponce'],0
Amnesia: Rebirth SK,0,,['Horror' ' Mystery' ' Thriller'],0.0,['PMX'],['Ronald Hamrák' ' Daniel Morkys' ' Erika Figmik' ' Ján Melich'],0
"Nubla 2: M, the City at the Center of the World",2019,,Adventure,0.0,['Gabriel Jiménez'],,0
Sonic Wings Special,1996,,Action,0.0,['H. Furukawa' ' Sôshi Hosoi' ' Hiroyuki Ito' ' K. Matsunami'],,0
Uno & Friends,2013,E,Family,0.0,,,0
Super Mario Bros. 4,2010,,Action,0.0,"[""George O'Connor""]",,0
Secret of the Silver Blades,1990,,['Adventure' ' Fantasy'],0.0,,,0
Monster Super League,2016,,['Action' ' Adventure' ' Fantasy'],0.0,,,0
Elevator Action Deluxe,2011,,['Action' ' Comedy' ' Crime'],0.0,,,0
Sword Chronicle,2014,,Action,0.0,,,0
Truco Clemente,1991,,,0.0,,,0
Die Siedler: Aufbruch der Kulturen,2008,,,0.0,,"['Michaela Amler' ' Daniela Arden' ' Andreas Borcherding'
 ' Claus Brockmeyer']",0
Bouken kuizu kingudamu,2012,,Adventure,0.0,,,0
Hebî metaru sandâ,2005,,Music,0.0,,,0
Robot Bowl,1977,,Sport,0.0,,,0
